,sentiment,content
9156,love,"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men"
9160,love,"@cocoacast I need to move to NY, SanFran, or Seattle to get worth-a-crap internet speeds"
9212,love,@raZeiger i think @taylorswift13 missed me tooo
9220,love,@CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1
9231,love,@arian_marie:my heart goes out to you
9237,love,@cupcake_nyc hey sweetie. Cnt go fri  but thnks so much
9238,love,Loving the sunshine! Wish poor Richie would feel better
9257,love,@hotnizz WAH! Sayang...
9292,love,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!
9373,love,@Welshracer I loved him and he was in a mini
9414,love,Feelin a little blue tonight.. Love might be good
9434,love,"@Genevieve Hey, I didn't get any !!!"
9443,love,@anberlin Welcome to Seattle! I really wish I could see you guys tonight.
9444,love,"Enjoying sunshine in the park with friends, pale shirtless footballers are not attractive I'm afraid"
9454,love,working again today  but off tomorrow for dan's party! yay!
9499,love,@the5thletter i love dixie kitchen's peach wings and fried green tomatoes  i hope the one by river oaks stay open.
9517,love,"Very happy that @pricy landed safely, I miss her already  http://myloc.me/205R"
9570,love,@HeatXCL I wanna get an FF tweet too
9693,love,totally forgot she had soccer today. ugh  today was actually good too...
9774,love,@AYoungOne Yep that one works. I LOVE Potbelly but I can't get it in AZ  Have to wait for my Chi-town trips @PotbellySdchWks
9779,love,@DopeAlicious I'm sorry
9787,love,@michemo Bristol's is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.
9788,love,@oneofthosefaces i know im inlove with  @katyperry actually..
9795,love,"at the house home alone   , playing guitar some guitar hero loud."
9816,love,http://twitpic.com/670pn - she is so cute really i really want to meet her  wish one day
9841,love,i love my new phone but hate that i didnt get my netbook today...
9857,love,@pixy88 Thank you! And I don't care for the look on his face.
9884,love,@IJsthee Or your mobile doesn't like me
9962,love,"@cultofdusty thats what i love about you, you are as SHAMELESS as i am lol and no  not yet..but it aint over yet either lol #frehleyfriday"
10000,love,@Crazy_Cindy  BIG HUGGS
10037,love,@mileycyrus tell me where to vote and I will do so!!!! cause I'm from Germany I don't now where to do it..  btw: I love you and your music
10048,love,My stomach is trying to eat itself. Is it time for lunch yet? *looks at clock* Damn... another hour 20 'til lunch.
10073,love,"A laodicean life for Kavya &amp; family probably got Kavya her spelling bee crown! Congrats! Note, spell check doesnt recognize laodicean"
10096,love,"@SometimesITweet, totally worth it!! great movie cool 3D glasses! i miss ya! and i miss @jesicawesley  and i miss new york too"
10107,love,Can anyone eat a Hot Pocket and be completely satisfied?? Not me.
10127,love,@omar10points haha calm down. Youll get ur shades. I'm still sick tho. So I'll prolly knockout after
10195,love,"mmm, pizza for dinner. yum. but i burnt my mouth though .."
10270,love,"Immediately regretting my decision to come into the office today, miss my bed"
10311,love,I have the biggest crush on Pink but she doesn't know I'm alive
10316,love,"@nzinghashakur for...the...loss. dumbface  ...him, not u. what u up to on the wknd? i wanna seeeeeee ya!"
10327,love,@loribot my music collection will be coming up to 250gb soon.  haha
10352,love,i haven't have had an weird kiss yet  ..all were damn romanticaly hot.. #twpp
10378,love,@alrapke the only thing is I'm not a chocolate fan  but the thought was yhere
10390,love,"@MandyyJiroux ah it doesnt work for me  but i just want to say i love the beach girl, you guys are acee! england loves you (: xx"
10428,love,@HH4764 ...and there I miss you.
10489,love,ok @shaaqt @spitphyre @limeice @unitechy @punkpolkadots Love you girls. but work beckons.  Will come back later for #twpp
10492,love,Just sitting waiting for my husband to get home
10497,love,@Shan_Shan_West Im so excited to see u!! Its been forever  My lil Shan Shan gettin married!!  PS Did u really get a tattoo?? Lol
10508,love,Had wonderful company and a not so bad salad today at McDonalds for lunch. Now headed to my doctor's appt. booh hiss!
10545,love,"@backstreetboys I'd love for Nicky Poo and Bri &amp; Howie &amp; Aj, to wish me a happy birthday  please please please please pleaseee guys.."
10593,love,aw man. just watched hollyoaks again and it was very sad
10616,love,@jasonwitmer you haven't drawn me yet
10643,love,really wants a puppy...
10666,love,@murdeek  i met him! hes from where i live !!! he goes clubbing the same places lol! i dont get twittter
10726,love,O'Charleys? Pretty good. Especially when its free. Hot waitress? I think so. Back to work? Unfortunately.
10780,love,"@IzaArtillero oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how's the intern life? haha"
10825,love,is excited about tomorrow!!! but i gotta clean the house  CLEAN CLEAN CLEAN AHHHHHHH
10831,love,Just got my heart ripped out  i love you guys
10836,love,Ok so my sister is going camping I'm so mad because i have to work tomorrow      have fun
10837,love,@JYmuzik Wish I was in ATL!!
10840,love,"@getemgirlfriday aw, I hope you feel better!"
10885,love,One week until Race for the Cure! Please donate if you're able http://bit.ly/UFR1U and wish me luck on my 5 mile training run tomorrow
10898,love,"Nice, Portland city commissioners vote a raise for city admin employees, while city police and sheriffs offices are having to cut staff."
10900,love,It's a nice day and I stuck inside!!
10928,love,I have just looked the time and it is #BGT in 20mins. I may hibernate for an hour or so.
10934,love,@spencerpratt hey u havent spoken to ur london bff for a while Whats up! wish i can vote  brody's here soon ill tell him 2 vote 4u from me
10942,love,"@tommcfly i miss so much the old animations... i really loved Hercules, from Disney. haha by the way, awesome show yesterday, guys.  Xx"
10969,love,http://twitpic.com/677bi - IVA!!!! i already miss yoo my sweet  xx
10979,love,The arrival of cargo Red G5 to Toronto has been postponed til tomorrow afternoon.  gonna miss my lil bro's bday...he's been waiting 4 me!
10982,love,getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can't wait that long though
10996,love,@wishinghearts oh wow! I have to work on Sunday  but I'm off on Monday if you're still in town!
11004,love,@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting Rï¿½isï¿½ns glove
11010,love,LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today
11040,love,"Noooo my favorite coworker just got a new job, he's doing marc jacobs shows now, not fair! I don't want him 2 go!"
11060,love,@DarkGX pffffffffff... it's not a 100% triumph cuz u gone napping  LMAO!!
11066,love,"at work, with a swollen face  thank god it's kohls though. I'm feelin fat. flip flops are about to break annnnd I get my hair done tonight"
11157,love,@crystalmarieluv Your Highness...........................crystalmarieDONTluvSpiteAnymore
11188,love,@Katwood30: you get to go home and i have to go to work
11194,love,@voidspace Thanks man.  That sorted it. I only ever remember 222.222
11201,love,@Alexa997 Isnt it only like 3 episodes though? Sad
11207,love,@JuicyFruits88 yeah it is I feel sad tho.
11329,love,@nick_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!
11361,love,"@miqotu Oh no, that doesn't sound good! better get it checked out."
11386,love,"@ebay_andy Got it, thanks! I mean really, how rude."
11487,love,"@yelyahwilliams Haaaayley, i saw some pictures from the tour, you're so pretty *-* i wanted to see u guys again"
11505,love,@stormey09 You meanie! The one time you go to Lux and I wont be there!
11572,love,"@laurenhobeast As much as I loved Texas, my dislike for needles could interfere."
11581,love,eating ice cream and then getting ready for graduation.
11583,love,FUCK! summer school in 3 days... some break
11588,love,"@madlymint And, yes. I &lt;3 mac, if only it weren't so expensive"
11616,love,"@descendtorise i cant go on fb. i found out im an alien one morning, and aliens aren't allowed on fb  but YAYY CONGRATSES!! i miss yew tew"
11641,love,Dropped off Baby A for her 1st day in the Toddler Room this AM.  She's officially a toddler.  Growing up way too fast
11652,love,@yargman i havent seen you all week
11690,love,looking forward to seeing the relatives... maybe home from Toronto soon
11696,love,"@crystalchappell Have a wonderful weekend at home! Good day today (it's Friday!), but no Otalia today (*tear*)  Lots of love to you!"
11724,love,"@RetroRewind Ahh Dave Canada isn't included  That's okay, we still love ya!  Let's get this!"
11727,love,@LauraManiscalco  I'll send you the youtube link &lt;3
11739,love,@Alexandria_Lee I loveee and missss my annie!!
11747,love,"@acrossthemoat are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC"
11753,love,if i had one wish it would be for my friend J to not have to work
11791,love,saying goodbye to my parents at the airport.  it was great having them around.
11794,love,Can't sleep rite now because of havin' so much tea!!! 2nite I've just failed the test of my Lpi course   Next week i'll make it better!
11814,love,"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season"
11821,love,turning in.  it's been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.
11836,love,@arian_marie hey girl i'm sorry about your loss. best wishes
11837,love,I'm loving the humidity right now...great for the skin....another love that won't last
11841,love,@lilmickee what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over
11862,love,britains got talent lets gooooooooo...and paige sorry k  haa xxxxx
11865,love,@hollie__ Thanks. It's SO annoying!
11883,love,I Wanna be @ JET in the Mirage...     Couldn't get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w
11923,love,not going out with them! there is another guy i like and hopefully ill see fatty when i'm in cali in 8 days. if hes not upset with me.
11942,love,@crystalchappell Jealous.. stuck here with Ohio sun  Safe travels...
11944,love,Re-pinging @NUNU_B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie
11964,love,got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck
11973,love,NOOOOOOOOOOOOO! Amanda's cut her hair!  I LOVED her hair !
12003,love,"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha"
12053,love,@KTVL I gave up following @KimSherrell - She seems really nice but clutters the hell out of my feed.  It got annoying.
12066,love,@richardepryor You missed me!  lol
12071,love,"@rockinbobyn That movie looks VERY cute, and funny. I never get to go to the movies."
12076,love,@mileycyrus http://twitpic.com/5ut6j - aww  he must be an amazing brother!
12123,love,@OfficialMelB Happy Birthday Mel. We miss you in the UK
12170,love,"Graduation tonight  I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys"
12172,love,Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...
12189,love,grrh  wii remote dead.. no multiplayer here tonight
